Gender;Weight;Size;Eyes;Hair;Shoesize;Mathgrade;Germangrade;Englishgrade;Smoker;EduMother;SizeMother;SmokeMother;EduFather;SizeFather;SmokeFather;ZodiacSign
male;62;178;bluegreen;blonde;42;2;2;2;yes;Upper Secondary;156;no;Degree;175;no;Gemini
male;;;;;;;;;no;Secondary;;no;Upper Secondary;;no;Gemini
female;;168;brown;brown;;3;2;1;no;Upper Secondary;172;no;Degree;172;no;Pisces
male;;;blue;brown;;;;;no;Degree;;no;Degree;;no;Pisces
male;68;183;blue;darkbrown;42;3;3;2;yes;Upper Secondary;165;yes;Degree;184;no;Virgo
male;80;185;brown;brownblack;48;1;3;2;no;Secondary;;yes;Degree;;yes;Pisces
male;64;170;brown;brown;43;1;3;3;yes;Secondary;;no;Secondary;;no;Aries
male;;175;brown;brown;;1;3;3;yes;Upper Secondary;;no;Upper Secondary;;no;Taurus
male;69;181;brown;brown;46;1;3;;no;Degree;;no;Degree;;no;Aries
male;90;190;brown;black;46;4;4;4;yes;Secondary;;no;Secondary;;no;Scorpio
male;71;178;bluegreen;darkbrown;41;3;4;4;no;Degree;166;no;Degree;178;no;Virgo
male;90;190;blue;darkblonde;44;2;3;4;no;Upper Secondary;152;no;Upper Secondary;168;yes;Taurus
male;;;graygreen;brown;;;3;;no;Upper Secondary;;no;Upper Secondary;;yes;
male;72;182;blue;brown;43;;3;;no;Upper Secondary;;no;Secondary;182;no;Virgo
male;82;188;brown;brown;44;4;;;yes;Secondary;165;no;Upper Secondary;170;no;Sagittarius
male;76;188;brown;brown;45;;;;no;Degree;;no;Degree;;no;Scorpio
male;63;174;blue;darkbrown;43;1;;;no;Upper Secondary;;no;Upper Secondary;;yes;
male;;;blue;brown;34;2;;3;no;Degree;;no;Degree;;no;Scorpio
male;85;187;graygreen;brown;44;4;3;;yes;Upper Secondary;160;yes;Secondary;178;yes;Leo
female;66;172;brown;redbrown;39;2;1;2;yes;Degree;164;no;Degree;184;no;Libra
male;68;176;blue;brown;43;3;3;;no;Upper Secondary;178;yes;Secondary;180;yes;Cancer
male;95;188;gray;brown;46;3;3;4;no;Secondary;;no;Secondary;;yes;Gemini
male;77;172;green;brown;42;1;;1;;Upper Secondary;156;no;Upper Secondary;171;no;Pisces
male;76;183;bluegray;blonde;43;4;3;3;yes;Upper Secondary;173;no;Upper Secondary;179;no;Cancer
male;80;190;gray;brown;44;;;;yes;Degree;;yes;Degree;;yes;
male;79;182;brown;brown;43;1;;3;no;Degree;;no;Degree;;no;Virgo
male;90;173;blue;brown;42;3;3;3;yes;Degree;162;yes;Degree;170;no;Sagittarius
male;90;177;brown;darkbrown;42;2;;;yes;Degree;;no;Degree;;no;Taurus
female;53;160;bluegreen;blonde;38;;4;3;no;Secondary;155;no;Secondary;187;yes;Taurus
male;83;178;brown;brown;43;;;;no;Secondary;;no;Secondary;;no;Aries
male;83;178;brown;brown;43;;;;no;Secondary;;no;Secondary;;no;Aries
male;78;182;brown;black;45;3;;3;no;Secondary;;yes;Upper Secondary;;no;Pisces
male;75;186;;brown;48;2;1;;yes;Secondary;;no;Degree;180;no;Pisces
male;65;180;brown;brown;42;1;;;no;Upper Secondary;167;no;Degree;170;no;Libra
female;65;172;brown;brown;42;3;;2;no;;160;no;Upper Secondary;162;no;Virgo
male;110;178;graygreen;brown;45;3;2;4;yes;Secondary;168;no;Secondary;180;no;
female;64;184;darkbrown;darkbrown;41;;2;1;no;Upper Secondary;170;yes;Secondary;184;no;Aquarius
male;70;172;bluegray;blonde;43;3;1;1;no;Upper Secondary;;no;Upper Secondary;;no;Gemini
male;63;186;blue;brown;43;3;3;;no;Secondary;167;no;Degree;180;no;Leo
male;59;164;graygreen;blonde;41;;;;no;Upper Secondary;;no;Upper Secondary;;no;
male;73;174;brown;black;42;4;3;3;no;Secondary;160;no;Degree;173;no;
female;53;163;brown;brown;38;2;3;3;no;Secondary;159;yes;Secondary;182;no;Taurus
male;83;185;gray;blonde;44;2;1;1;yes;Upper Secondary;;no;Degree;;no;Pisces
male;100;186;brown;brown;46;3;4;4;yes;Upper Secondary;172;yes;Degree;180;no;Sagittarius
female;62;172;brown;black;40;3;1;;no;Upper Secondary;156;no;Upper Secondary;191;yes;
male;83;182;brown;brown;43;1;2;1;no;Degree;;no;Degree;;no;
male;65;185;gray;brown;44;1;1;2;no;Upper Secondary;;no;Upper Secondary;;no;Gemini
male;79;180;graygreen;blonde;41;1;1;3;no;Degree;170;no;Degree;189;no;Leo
male;89;185;bluegray;blonde;43;3;1;1;no;Upper Secondary;;no;Degree;;no;Libra
male;;175;blue;;42;;1;;no;Secondary;;yes;;;no;
male;72;182;blue;brown;44;;3;;no;Secondary;160;no;Secondary;180;no;Virgo
male;70;185;graybrown;black;43;;;;yes;Secondary;166;no;Secondary;170;no;Aries
male;76;182;bluegray;lightbrown;43;;3;;no;Secondary;155;no;Upper Secondary;188;no;Libra
male;70;175;green;brown;42;;3;3;yes;Secondary;165;no;Secondary;176;no;Leo
male;99;186;brown;brown;47;3;2;2;yes;Upper Secondary;175;no;Secondary;172;no;Capricorn
male;70;185;brown;brown;48;1;3;2;yes;Secondary;;yes;Degree;;yes;
male;86;180;brown;brown;43;3;2;2;no;Secondary;;no;Degree;175;yes;Cancer
male;80;180;brown;brown;43;2;2;2;yes;Upper Secondary;;no;Secondary;;no;
female;69;171;blue;red;39;1;2;1;no;Secondary;160;no;Upper Secondary;190;yes;Capricorn
male;80;180;brown;brown;45;1;;3;no;Upper Secondary;158;no;Upper Secondary;183;no;Cancer
male;90;205;greenbrown;darkbrown;;;;;no;Secondary;170;no;Secondary;195;no;Pisces
male;63;174;brown;darkbrown;40;3;3;3;no;Secondary;;;Secondary;;no;
female;58;175;greenbrown;darkbrown;40;3;1;1;no;Degree;166;no;Degree;198;no;Scorpio
male;80;185;blue;brown;46;4;3;3;yes;Secondary;175;no;Secondary;170;no;Aries
male;71;176;brown;brown;41;2;;2;no;Degree;162;no;Degree;174;no;Taurus
male;80;170;brown;black;41;;;;no;Degree;;no;Upper Secondary;;;
male;58;173;gray;blonde;40;4;4;3;no;Upper Secondary;168;yes;Degree;170;no;Aquarius
male;70;181;blue;brown;43;1;3;3;yes;Secondary;165;no;Secondary;180;no;
male;105;187;brown;brown;45;4;;;no;Degree;160;no;Degree;176;no;Taurus
male;85;165;blue;blonde;41;1;2;3;no;Upper Secondary;160;no;Secondary;160;no;Sagittarius
female;68;168;green;darkblonde;39;4;2;3;yes;Upper Secondary;156;no;Secondary;198;yes;Pisces
male;70;178;graygreen;brown;43;;;;yes;Secondary;165;no;Upper Secondary;175;no;
male;120;192;graygreen;red;48;3;3;4;yes;Upper Secondary;170;no;Secondary;185;yes;Capricorn
male;78;178;blue;darkblonde;;2;3;;no;Upper Secondary;;no;Secondary;;no;Aquarius
male;60;172;brown;brown;43;2;2;;no;Upper Secondary;;no;Secondary;;no;Aries
male;62;174;bluegray;brown;42;4;4;4;no;Secondary;165;no;Degree;180;no;Gemini
female;68;168;blue;darkblonde;38;2;2;4;no;Upper Secondary;169;no;Secondary;189;no;Sagittarius
male;59;180;blue;brown;45;4;4;4;;Secondary;168;no;Secondary;180;no;Scorpio
female;65;170;green;darkblonde;37;2;4;3;yes;Upper Secondary;165;no;Secondary;172;no;Cancer
female;65;165;brown;brown;38;4;2;2;no;Degree;164;no;Upper Secondary;186;no;
female;68;173;blue;blonde;40;3;4;4;no;Degree;163;yes;Degree;165;yes;Virgo
female;64;175;blue;darkblonde;39;;2;1;yes;Secondary;168;no;Upper Secondary;178;no;Gemini
male;74;185;greenbrown;brown;45;1;1;;no;Upper Secondary;173;no;Upper Secondary;185;no;Libra
male;85;172;blue;gray;41;;;;no;Secondary;;no;Secondary;;no;Taurus
female;65;180;greenbrown;lightbrown;41;;3;2;no;Secondary;173;no;Secondary;175;no;Aries
male;90;180;blue;brown;43;2;3;2;no;Upper Secondary;165;no;Upper Secondary;175;no;Cancer
male;70;178;brown;brown;43;4;4;3;no;Degree;170;no;Degree;165;no;Libra
female;52;162;blue;brown;38;2;3;;yes;Degree;165;no;Upper Secondary;175;yes;Sagittarius
male;65;175;blue;brown;43;1;1;3;yes;Upper Secondary;;no;Upper Secondary;;no;Aquarius
female;89;158;green;brown;39;4;4;4;no;Upper Secondary;160;no;Secondary;170;no;Aquarius
male;68;179;green;brown;43;3;3;1;yes;Degree;163;no;Degree;183;yes;Libra
female;56;171;brown;brown;39;1;1;1;no;Degree;164;no;Degree;;no;Scorpio
male;65;179;brown;brown;43;3;2;3;no;Secondary;155;no;Secondary;165;no;Libra
female;67;173;blue;blonde;41;2;3;2;yes;Degree;162;yes;Degree;190;no;Libra
male;62;179;brown;black;42;4;3;3;no;Upper Secondary;158;no;Upper Secondary;172;no;Cancer
female;53;160;bluegray;brown;37;4;3;3;no;Upper Secondary;161;no;Secondary;175;no;Sagittarius
male;55;175;graygreen;darkblonde;42;4;4;;no;Upper Secondary;164;no;Secondary;172;no;Aries
female;60;170;bluegreengray;brown;40;1;4;3;no;Secondary;172;no;Secondary;185;no;Virgo
female;67;172;brown;black;40;2;3;2;no;Degree;160;no;Degree;168;no;Libra
male;79;171;greenbrown;brown;43;2;1;1;yes;Upper Secondary;163;yes;Degree;175;yes;Leo
female;62;167;brown;brown;39;3;3;2;no;Upper Secondary;169;no;Degree;169;no;Taurus
male;65;177;brown;brown;43;;1;1;no;Secondary;160;no;Upper Secondary;165;no;Gemini
male;82;183;brown;brown;45;3;2;4;yes;Degree;160;no;Degree;182;yes;Cancer
male;73;182;blue;brown;45;2;4;4;no;Secondary;165;no;Secondary;179;yes;Libra
male;64;175;blue;blonde;42;1;1;3;no;Upper Secondary;;no;Upper Secondary;172;no;Leo
male;70;176;bluegray;brown;43;2;3;4;no;Secondary;160;no;Secondary;174;no;Scorpio
male;73;181;greenbrown;brown;44;1;1;1;yes;Secondary;170;no;Secondary;178;no;Capricorn
female;52;162;brown;blonde;36;;3;3;yes;Secondary;157;no;Secondary;172;no;Pisces
male;55;172;darkbrown;darkbrown;40;1;1;1;no;Upper Secondary;;no;Upper Secondary;;no;Leo
female;55;165;brown;redbrown;39;2;1;;no;Secondary;160;no;Secondary;180;yes;Pisces
male;;;;;;;3;;no;Upper Secondary;;no;Upper Secondary;;yes;
female;65;168;green;red;39;4;2;;yes;Secondary;168;yes;Degree;185;no;Gemini
female;57;165;bluegreen;darkblonde;38;3;2;4;no;Upper Secondary;150;no;Upper Secondary;180;no;Pisces
male;77;178;darkbrown;black;43;4;4;3;no;Upper Secondary;;no;Upper Secondary;;no;Pisces
female;39;160;blue;brown;37;1;3;2;yes;Degree;170;no;Degree;175;no;Aries
male;53;165;brown;brown;40;1;3;2;yes;Degree;170;no;Degree;173;no;Capricorn
male;84;188;brown;brown;44;4;2;;yes;Upper Secondary;;no;Upper Secondary;;no;Aquarius
male;75;188;blue;brown;43;;1;1;yes;Degree;;yes;Degree;;no;Leo
female;100;178;blue;purple;41;;1;1;no;Secondary;165;no;Secondary;173;yes;Sagittarius
male;67;182;blue;brown;43;4;3;4;no;Upper Secondary;;yes;Degree;185;no;Capricorn
female;60;165;brown;brown;38;4;2;3;no;Secondary;165;no;Secondary;175;no;Scorpio
male;60;176;bluegreen;brown;42;1;2;1;no;Secondary;;yes;Secondary;;no;Leo
female;53;172;blue;brown;39;;2;3;yes;Secondary;163;no;Secondary;180;no;Sagittarius
female;40;152;brown;brown;34;1;4;4;no;Secondary;156;no;Secondary;170;no;Aries
male;71;178;blue;blonde;43;4;3;1;yes;Upper Secondary;166;no;Degree;174;no;Capricorn
female;40;152;brown;brown;34;1;4;4;no;Secondary;156;no;Secondary;170;no;Aries
female;;164;brown;brown;39;;2;3;no;Upper Secondary;163;yes;Upper Secondary;182;no;Taurus
female;54;166;brown;black;37;2;;;no;Upper Secondary;162;no;Degree;179;no;Pisces
female;58;173;darkbrown;black;39;3;3;3;yes;Upper Secondary;178;no;Upper Secondary;176;no;Libra
male;83;187;brown;darkblonde;43;4;2;3;yes;Degree;170;no;Degree;182;no;Aries
male;69;178;green;brown;43;;2;2;no;Upper Secondary;160;yes;Upper Secondary;189;yes;Cancer
male;63;164;blue;brown;42;;2;;no;Degree;;no;Degree;;no;Gemini
male;70;178;brown;brown;43;2;3;1;yes;Secondary;;no;Secondary;;no;Taurus
male;68;178;brown;brown;43;4;3;3;yes;Upper Secondary;168;yes;Upper Secondary;174;yes;Pisces
male;;;brown;black;46;3;2;2;no;Upper Secondary;;yes;Degree;;yes;Gemini
male;64;175;brown;brown;43;;;;no;Secondary;165;yes;Degree;174;yes;Sagittarius
female;56;165;blue;brown;39;2;;4;yes;Secondary;153;no;Secondary;183;yes;Leo
female;50;162;brown;brown;38;3;3;2;yes;Upper Secondary;160;yes;Secondary;174;yes;Capricorn
female;72;172;greenbrown;brown;40;4;3;4;no;Upper Secondary;165;;Secondary;;;Aries
male;75;179;blue;brown;44;3;3;1;no;Upper Secondary;155;no;Degree;;no;Cancer
male;67;173;bluegreen;brown;42;2;4;3;no;Upper Secondary;158;no;Secondary;176;no;Taurus
male;65;177;brown;brown;42;1;3;3;yes;Upper Secondary;162;no;Upper Secondary;176;no;Taurus
male;58;174;green;black;42;1;1;1;yes;Upper Secondary;157;no;Upper Secondary;176;yes;Libra
female;;154;brown;black;36;4;;2;no;Secondary;150;no;Secondary;169;yes;Aquarius
female;53;162;brown;brown;39;;3;3;no;Secondary;158;no;Secondary;170;no;Cancer
female;63;167;blue;blonde;38;3;2;1;no;Secondary;163;;Degree;174;yes;Sagittarius
female;53;162;darkbrown;black;;3;;1;no;Upper Secondary;155;yes;Upper Secondary;160;yes;Sagittarius
male;67;183;brown;brown;44;4;2;1;no;Upper Secondary;168;no;Degree;172;no;Virgo
male;92;174;brown;black;42;;;;no;Upper Secondary;;no;;;no;Pisces
male;75;174;brown;brown;42;1;2;;no;Degree;167;yes;Degree;172;no;Aquarius
female;68;169;bluegreen;blonde;39;;;;yes;Secondary;168;no;Upper Secondary;;yes;
male;69;179;black;black;43;2;4;2;no;Upper Secondary;155;no;Degree;165;no;Sagittarius
male;79;178;green;lightbrown;42;2;;;yes;Upper Secondary;172;no;Upper Secondary;175;no;Pisces
female;65;175;brown;brown;40;4;3;4;yes;Secondary;180;no;Secondary;185;yes;Leo
male;80;183;bluegray;blonde;43;1;1;1;no;Degree;160;yes;Secondary;170;no;Pisces
male;65;182;green;darkbrown;43;3;2;2;yes;Degree;;no;Upper Secondary;;no;Pisces
female;50;158;blue;blonde;38;2;3;2;no;Secondary;158;no;Secondary;178;no;Pisces
male;80;190;brown;blonde;46;2;3;2;yes;Upper Secondary;164;yes;Secondary;182;yes;Gemini
male;88;187;brown;black;44;3;3;;no;Upper Secondary;166;no;Secondary;180;yes;Cancer
male;90;176;blue;blonde;43;2;;1;no;Upper Secondary;165;no;Degree;186;no;Scorpio
male;91;194;brown;brown;45;2;2;2;no;Upper Secondary;;no;Upper Secondary;;no;Scorpio
male;67;175;bluegray;brown;42;1;2;1;no;Upper Secondary;168;yes;Secondary;;yes;Aquarius
female;67;165;brown;black;39;3;;1;no;Degree;166;no;Upper Secondary;188;no;Virgo
male;73;178;bluegreen;brown;42;2;;2;no;Secondary;;no;Upper Secondary;;no;
male;110;180;blue;brown;45;2;4;4;no;Upper Secondary;165;no;Upper Secondary;175;no;Pisces
female;65;170;brown;brown;40;4;3;3;yes;Degree;160;no;Degree;178;yes;Leo
male;72;186;brown;brown;42;4;2;1;no;Degree;175;yes;Degree;185;no;Virgo
female;;168;green;blonde;38;2;2;1;yes;Upper Secondary;168;no;Upper Secondary;172;yes;Cancer
male;;190;blue;brown;46;2;2;2;no;Upper Secondary;178;no;Degree;184;yes;Aries
male;95;185;blue;brown;45;1;1;3;no;Secondary;180;no;Upper Secondary;180;yes;Sagittarius
male;80;176;brown;brown;45;2;;;no;Upper Secondary;165;no;Degree;180;yes;Libra
female;62;165;bluegray;blonde;38;2;4;4;no;Secondary;160;no;Secondary;175;no;Libra
female;57;165;brown;brown;39;;2;;no;Upper Secondary;167;no;Secondary;175;no;Pisces
female;;151;brown;brown;36;1;1;2;no;Secondary;;no;Secondary;;no;Taurus
male;64;180;blue;darkblonde;43;1;3;2;yes;Secondary;168;no;Secondary;173;no;Pisces
female;65;170;bluegreen;darkblonde;37;2;4;4;yes;Upper Secondary;165;no;Secondary;172;no;Cancer
female;51;164;greenbrown;brown;38;2;2;1;no;Upper Secondary;160;no;Degree;;yes;Aquarius
male;60;179;green;blonde;41;4;2;3;no;Degree;160;no;Upper Secondary;175;yes;Aries
female;54;167;green;brown;38;2;;1;no;Degree;167;no;Degree;185;no;Leo
male;78;180;blue;gray;42;;4;1;no;Upper Secondary;;no;Upper Secondary;;no;Taurus
male;67;180;blue;darkblonde;43;1;3;3;no;Upper Secondary;165;no;Upper Secondary;173;no;Taurus
female;55;162;brown;brown;39;;3;3;no;Upper Secondary;158;no;Degree;180;no;Cancer
male;83;172;greenbrown;brown;43;2;1;1;yes;Secondary;165;yes;Degree;175;yes;Leo
male;88;185;brown;gray;43;3;;;no;Upper Secondary;170;no;Upper Secondary;180;yes;Aries
female;53;168;brown;brown;39;3;2;1;no;Upper Secondary;159;no;Degree;;no;Aquarius
female;;165;brown;brown;38;3;2;3;no;Upper Secondary;158;no;Secondary;170;no;Taurus
female;53;171;blue;blonde;40;;3;2;yes;Secondary;164;yes;Upper Secondary;186;yes;Leo
female;50;160;blue;blonde;38;;1;3;yes;Secondary;165;no;Secondary;;no;Leo
female;75;151;brown;brown;36;1;1;2;no;Secondary;160;no;Secondary;165;no;Taurus
male;70;170;green;brown;40;1;3;1;yes;Secondary;155;yes;Secondary;169;no;Aquarius
female;50;163;blue;brown;38;2;3;4;yes;Secondary;158;yes;Secondary;180;no;Libra
male;66;178;green;brown;42;4;4;3;no;Secondary;163;no;Secondary;174;no;Pisces
female;59;162;bluegreen;brown;38;4;1;1;no;Upper Secondary;168;yes;Secondary;170;no;Sagittarius
male;85;183;brown;brown;45;;2;;no;Secondary;160;no;Secondary;182;yes;Scorpio
female;67;173;blue;blonde;41;2;3;2;yes;Degree;165;yes;Degree;190;no;Libra
male;86;196;bluegreen;brown;44;4;4;4;yes;Upper Secondary;172;no;Degree;192;no;Taurus
female;53;159;bluegray;brown;37;4;3;4;no;Secondary;158;no;Secondary;174;no;Sagittarius
female;65;180;greenbrown;lightbrown;41;;3;2;no;Secondary;172;no;Secondary;175;no;
male;66;180;brown;redbrown;43;1;2;1;yes;Degree;160;no;Degree;175;no;Libra
male;75;185;green;brown;45;3;2;4;no;Upper Secondary;172;no;Secondary;172;yes;Capricorn
female;45;169;brown;red;38;1;1;1;yes;Degree;160;yes;Degree;180;yes;Taurus
male;63;178;greenbrown;lightbrown;42;4;3;2;yes;Degree;176;no;Upper Secondary;180;no;Leo
female;99;178;blue;darkblonde;41;;1;1;no;Secondary;165;no;Secondary;172;yes;Sagittarius
female;;164;darkbrown;darkbrown;40;;2;3;yes;Upper Secondary;163;yes;Secondary;182;no;Taurus
female;57;160;green;brown;38;3;3;3;yes;Upper Secondary;165;yes;Upper Secondary;185;yes;Virgo
female;58;165;blue;brown;38;4;2;3;no;Upper Secondary;155;no;Secondary;160;no;Virgo
male;98;182;green;blonde;44;2;2;3;yes;Secondary;163;no;Secondary;176;no;Aries
male;68;189;bluegreen;darkblonde;45;;;2;yes;Degree;163;no;Degree;176;no;
female;68;170;brown;brown;40;4;3;3;yes;Degree;162;no;Degree;182;yes;Leo
male;80;189;brown;brown;45;;3;1;yes;Secondary;170;no;Upper Secondary;188;no;Aquarius
female;58;169;brown;red;40;;3;4;yes;Secondary;158;no;Secondary;;no;Scorpio
male;84;172;blue;gray;42;;;;no;Upper Secondary;;no;Secondary;;no;Taurus
female;45;154;brown;brown;35;3;3;3;no;Upper Secondary;154;no;Upper Secondary;172;no;Leo
female;64;173;graygreen;blonde;39;;;;yes;Upper Secondary;177;no;Secondary;178;no;Aries
male;75;193;graygreen;blonde;47;4;2;3;no;Degree;174;no;Degree;183;no;
female;59;170;blue;darkblonde;39;2;2;4;no;Degree;167;no;Degree;190;no;Capricorn
male;72;175;graygreen;brown;42;4;2;1;no;Secondary;165;no;Secondary;173;no;Virgo
female;60;171;greenbrown;brown;40;1;1;1;no;Upper Secondary;168;yes;Upper Secondary;185;no;Pisces
male;105;180;bluegreen;blonde;45;4;4;3;no;Secondary;154;no;Secondary;174;no;Gemini
female;60;170;brown;brown;41;1;;1;yes;Degree;163;no;Degree;182;no;Capricorn
female;50;169;blue;blonde;39;3;3;3;yes;Upper Secondary;168;no;Degree;176;yes;Sagittarius
male;90;185;blue;brown;45;1;1;3;no;Secondary;175;no;Upper Secondary;175;yes;Sagittarius
female;;165;brown;brown;38;3;4;4;yes;Secondary;164;no;Degree;178;no;Taurus
male;94;190;bluegreen;brown;46;2;3;2;yes;Secondary;168;yes;Secondary;183;no;Pisces
female;49;160;blue;brown;37;3;4;2;yes;Upper Secondary;160;no;Secondary;174;no;Leo
male;78;200;brown;black;46;4;3;3;no;Upper Secondary;178;no;Secondary;196;no;Gemini
male;95;179;brown;darkbrown;46;;3;;no;Secondary;;no;Secondary;;no;Capricorn
male;55;169;gray;blonde;41;1;1;2;yes;Degree;155;yes;Degree;179;yes;Virgo
female;70;162;blue;red;36;1;1;2;yes;Degree;173;no;Degree;173;yes;Leo
female;53;179;blue;black;40;2;3;4;yes;Secondary;169;yes;Secondary;183;yes;Aries
male;68;178;brown;brown;43;4;3;4;yes;Degree;170;no;Degree;170;yes;Libra
male;85;185;brown;brown;45;2;3;3;no;Secondary;165;no;Secondary;175;no;Leo
male;68;177;green;brown;43;3;3;2;yes;Upper Secondary;160;no;Degree;176;yes;Leo
;47;168;brown;brown;38;4;3;4;no;Secondary;170;yes;Secondary;170;no;Taurus
male;83;181;brown;brown;43;2;3;4;no;Secondary;165;yes;Secondary;175;yes;Pisces
male;80;188;brown;brown;43;2;1;1;no;Secondary;175;yes;Secondary;185;no;
male;75;191;brown;brown;46;4;2;;yes;Upper Secondary;;no;Degree;;no;Gemini
male;87;178;bluegray;brown;45;;1;2;yes;Degree;;no;Upper Secondary;190;yes;Leo
male;110;175;brown;black;43;;;;yes;Secondary;165;no;Upper Secondary;;no;Sagittarius
female;55;160;blue;brown;39;2;3;2;no;Degree;155;no;Upper Secondary;165;no;Virgo
female;50;161;blue;brown;36;2;4;3;no;Upper Secondary;160;no;Degree;175;no;Aries
male;63;170;blue;blonde;41;3;3;3;no;Secondary;160;no;Secondary;170;no;Pisces
female;65;167;green;brown;38;4;1;3;no;Secondary;152;yes;Secondary;180;yes;Virgo
female;50;163;brown;blonde;36;2;;2;yes;Upper Secondary;165;yes;Degree;177;yes;Aries
female;62;164;blue;blonde;40;2;2;;yes;Secondary;163;yes;Degree;184;no;Cancer
female;58;174;darkbrown;brown;39;4;;4;yes;Secondary;162;no;Secondary;170;yes;Gemini
female;63;175;blue;blonde;41;4;4;4;yes;Degree;178;no;Degree;189;no;Leo
female;59;173;bluegray;brown;39;2;2;3;yes;Upper Secondary;167;no;Secondary;188;no;Leo
female;54;160;brown;brown;37;2;2;2;no;Secondary;158;no;Degree;172;no;Gemini
female;58;170;brown;brown;40;;2;1;no;Upper Secondary;165;no;Secondary;183;no;Aries
male;105;172;green;black;45;3;3;4;yes;Upper Secondary;168;no;Upper Secondary;185;no;Aries
female;75;171;blue;red;39;3;1;2;no;Upper Secondary;160;no;Degree;185;no;Gemini
female;72;160;greenbrown;red;36;;1;2;yes;Secondary;154;no;Upper Secondary;183;yes;Capricorn
male;70;179;green;brown;43;3;2;1;yes;Degree;156;no;Degree;183;yes;Libra
male;80;190;brown;brown;44;1;2;1;no;Upper Secondary;165;no;Upper Secondary;183;no;Leo
male;84;190;green;blonde;45;;;;no;Secondary;170;no;Upper Secondary;182;no;Leo
female;62;155;brown;brown;37;2;1;2;no;Secondary;154;no;Upper Secondary;174;no;Pisces
female;85;165;green;brown;39;4;4;4;no;Upper Secondary;168;no;Upper Secondary;175;no;Aquarius
female;56;163;brown;brown;38;;;;no;Secondary;186;no;Secondary;170;no;Cancer
male;70;172;brown;darkbrown;41;1;4;2;yes;Upper Secondary;156;no;Secondary;170;no;Leo
female;70;158;brown;blondebrown;37;1;1;1;no;Upper Secondary;151;no;Degree;170;no;Leo
male;105;178;green;brown;44;2;4;3;no;Degree;165;no;Degree;176;no;Cancer
female;56;153;bluegray;darkblonde;38;3;2;4;no;Upper Secondary;150;no;Upper Secondary;179;no;Pisces
male;76;182;greenbrown;black;44;;1;;no;Secondary;;no;Secondary;;no;Aries
male;78;178;blue;brown;42;4;3;1;yes;Secondary;166;no;Secondary;178;no;Aquarius
male;74;190;bluegreen;blonde;45;1;3;3;no;Secondary;164;yes;Degree;179;no;Aquarius
male;90;185;greenbrown;brown;45;3;3;4;yes;Secondary;165;no;Secondary;166;no;Sagittarius
female;60;173;bluegray;lightbrown;40;3;2;1;no;Secondary;163;yes;Secondary;197;no;Capricorn
female;65;178;brown;brown;41;3;3;4;no;Secondary;174;no;Secondary;176;yes;
female;65;172;greenbrown;redbrown;39;2;1;2;no;Degree;164;no;Degree;184;no;Libra
male;93;186;blue;blonde;43;3;1;1;no;Upper Secondary;;no;Degree;180;no;Libra
male;81;189;brown;brown;46;2;2;1;no;Secondary;172;no;Secondary;176;no;Sagittarius
male;70;185;blue;darkblonde;45;2;1;1;no;Upper Secondary;165;no;Degree;178;;Virgo
male;95;190;brown;brown;46;3;4;;no;Secondary;170;no;Secondary;180;no;Leo
male;70;178;brown;brown;42;1;1;2;yes;Secondary;160;no;Secondary;176;no;Pisces
male;62;172;brown;darkbrown;41;2;2;4;no;Upper Secondary;165;yes;Degree;180;no;Sagittarius
male;71;183;brown;brown;47;2;4;2;no;Degree;165;yes;Degree;189;no;Aries
male;91;175;greenbrown;brown;42;3;3;;no;Degree;170;no;Degree;175;yes;Cancer
male;80;182;brown;brown;45;3;4;4;yes;Secondary;169;no;Secondary;174;yes;Scorpio
male;63;180;blue;blonde;44;3;4;4;yes;Degree;160;no;Degree;188;yes;Virgo
male;70;180;blue;brown;43;1;4;3;yes;Secondary;160;no;Secondary;180;no;Taurus
