Gender;Weight;Size;Eyes;Hair;Shoesize;Mathgrade;Germangrade;Englishgrade;Smoker;EduMother;SizeMother;SmokeMother;EduFather;SizeFather;SmokeFather;ZodiacSign
male;65;178;brown;brown;43;1;3;2;no;Upper Secondary;160;no;Upper Secondary;180;no;Virgo
male;86;198;graygreen;blonde;47;3;3;3;no;Upper Secondary;180;;;185;no;Aries
male;80;176;blue;brown;43;1;3;3;yes;Upper Secondary;167;no;Secondary;168;yes;
male;71;183;brown;black;44;;;;no;Degree;;no;Degree;180;yes;Gemini
male;70;186;blue;darkblonde;46;3;1;2;no;Secondary;;no;Secondary;;no;Leo
male;95;191;blue;brown;45;1;3;2;no;Upper Secondary;165;no;Upper Secondary;190;no;Virgo
male;65;185;green;brown;47;1;3;1;no;Degree;165;no;;175;no;Scorpio
male;87;176;graygreen;brown;43;3;3;3;no;Upper Secondary;;no;Secondary;;no;Sagittarius
male;78;179;brown;brown;43;;3;;no;Secondary;;no;Secondary;;no;Leo
male;65;172;bluegreen;blonde;42;4;4;4;no;Secondary;160;no;Degree;178;no;Gemini
male;87;186;brown;brown;46;3;4;4;yes;Upper Secondary;165;no;Secondary;166;no;Sagittarius
male;66;175;graygreen;brown;43;2;2;1;no;Secondary;162;yes;Degree;174;no;Libra
female;60;172;brown;brown;39;1;;;no;Upper Secondary;163;no;Upper Secondary;183;no;Sagittarius
male;72;174;brown;brown;41;1;1;;no;Secondary;168;no;Secondary;180;yes;Aries
male;80;183;green;blonde;45;3;;;no;Secondary;;yes;Secondary;;no;Scorpio
male;75;175;blue;brown;42;;2;;no;Secondary;160;yes;Secondary;182;no;Taurus
male;72;176;brown;darkbrown;42;3;3;;;Secondary;;no;Secondary;;;
male;85;177;black;black;43;2;;2;no;Upper Secondary;160;no;Degree;174;no;Libra
male;86;184;brown;darkbrown;44;4;4;3;yes;Secondary;172;no;Secondary;182;no;Cancer
male;79;175;bluegray;brown;43;2;4;4;no;Degree;167;no;Upper Secondary;;yes;Gemini
male;77;189;graybrown;darkbrown;45;1;;2;no;Degree;171;no;Degree;191;no;Aquarius
male;67;178;bluegray;black;43;2;2;1;no;Secondary;167;no;Secondary;189;yes;Taurus
male;90;174;multicolor;brown;42;3;3;;no;Degree;;yes;Degree;;yes;Aries
male;95;187;brown;brown;46;3;3;3;yes;Secondary;170;no;Secondary;184;;Aquarius
male;68;175;brown;brown;42;3;2;2;no;Secondary;154;no;Secondary;164;no;Gemini
male;68;180;green;brown;43;;;;no;Degree;;no;Degree;;no;Leo
male;88;185;brown;blueblack;43;2;3;3;no;Secondary;;yes;Upper Secondary;;no;Virgo
male;84;184;blue;blonde;43;4;3;2;no;Secondary;;no;Secondary;;no;Cancer
;85;179;blue;brown;42;4;2;;no;Upper Secondary;167;no;Secondary;164;no;Pisces
male;85;189;brown;darkblonde;47;2;1;;yes;Secondary;160;yes;Secondary;180;no;Aquarius
female;52;160;brown;brown;38;4;4;4;no;Secondary;160;no;Secondary;178;no;Sagittarius
male;70;182;brown;darkbrown;44;2;3;3;no;Upper Secondary;175;no;Secondary;180;no;Gemini
female;;165;brown;brown;38;4;3;3;no;Secondary;180;no;Upper Secondary;178;no;Scorpio
male;69;179;brown;brown;44;4;2;1;yes;Upper Secondary;175;no;Degree;178;no;Leo
female;65;176;brown;brown;43;;2;2;no;Secondary;173;no;Secondary;185;no;Gemini
male;73;172;gray;darkblonde;43;2;3;3;no;Secondary;;no;Secondary;170;no;Libra
male;73;172;gray;darkblonde;43;2;3;3;no;Secondary;;no;Secondary;170;no;Libra
male;70;181;bluegreen;brown;42;3;2;;yes;Upper Secondary;165;no;Secondary;180;no;Aquarius
female;58;174;blue;darkbrown;40;2;3;3;no;Upper Secondary;172;no;Upper Secondary;180;yes;Cancer
male;64;182;green;darkblonde;43;2;;2;no;Secondary;158;no;Degree;173;no;Cancer
male;75;182;dark;black;42;4;2;3;no;Upper Secondary;172;no;Degree;180;no;Pisces
male;75;186;blue;brown;47;3;1;;yes;Upper Secondary;170;no;Degree;178;no;Pisces
male;90;183;bluegray;brown;44;;;;no;Degree;165;no;Degree;168;no;Aquarius
male;90;185;bluegreen;darkblonde;44;;2;;yes;Secondary;167;no;Secondary;175;no;Leo
male;;;brown;brown;;2;3;2;yes;Degree;;no;Degree;;no;Aries
male;65;180;blue;darkblonde;43;1;2;2;no;Degree;;no;Degree;;no;Leo
female;56;162;graygreen;darkblonde;40;3;2;3;yes;Degree;167;yes;Degree;182;no;Sagittarius
male;78;184;brown;brown;46;3;3;1;yes;Degree;172;yes;Degree;179;yes;Cancer
male;63;175;blue;brown;45;1;4;;no;Upper Secondary;172;no;Upper Secondary;170;yes;Sagittarius
male;60;166;bluegray;blonde;40;1;1;1;no;Upper Secondary;;yes;Degree;;yes;Virgo
male;67;;greenbrown;black;42;3;2;1;no;Degree;;no;Secondary;;yes;Capricorn
male;90;185;brown;brown;43;3;3;2;no;Upper Secondary;175;yes;Secondary;175;no;Sagittarius
male;67;182;green;brown;44;3;4;;no;Secondary;155;no;Secondary;185;yes;Sagittarius
male;90;185;green;brown;45;4;;;no;Secondary;;no;Secondary;;no;Leo
female;46;160;brown;brown;39;3;;2;no;Upper Secondary;154;yes;Upper Secondary;175;no;Gemini
male;83;180;brown;blonde;43;4;2;3;no;Degree;155;no;Degree;185;no;Sagittarius
male;60;172;brown;brown;43;3;2;1;no;Secondary;154;no;Degree;170;no;Leo
male;70;181;brown;black;42;1;1;1;no;Secondary;168;no;Degree;170;no;Leo
male;62;178;blue;darkbrown;43;;3;;no;Upper Secondary;160;no;Upper Secondary;180;no;Scorpio
female;57;159;brown;brown;37;2;;;no;Degree;153;yes;Degree;174;yes;Aries
male;105;173;graygreen;brown;42;1;1;1;yes;Upper Secondary;165;no;Upper Secondary;182;yes;Sagittarius
male;67;170;brown;black;43;1;2;3;no;Secondary;155;no;Secondary;160;yes;Gemini
female;46;159;blue;brown;37;2;;3;no;Secondary;;no;Secondary;175;no;
male;80;178;brown;brown;44;;1;;yes;Upper Secondary;165;no;Upper Secondary;178;yes;Aquarius
male;75;184;bluegray;blonde;42;3;3;3;no;Upper Secondary;164;no;Secondary;181;no;Scorpio
male;83;181;bluegray;black;44;1;2;2;no;Secondary;174;yes;Secondary;182;yes;Virgo
female;50;165;blue;brown;37;1;1;;yes;Secondary;160;no;Secondary;175;no;Capricorn
female;49;157;darkbrown;darkbrown;37;4;4;4;no;Upper Secondary;160;no;Degree;164;yes;Aries
female;48;154;darkbrown;black;37;4;4;2;no;Upper Secondary;160;no;Degree;164;yes;Leo
male;85;180;brown;black;43;;;;no;Secondary;156;no;Secondary;175;no;Scorpio
male;83;183;blue;blonde;45;2;1;1;no;Degree;173;no;Degree;179;no;
male;77;183;brown;brown;44;1;1;1;no;Upper Secondary;;no;Secondary;;no;Leo
male;83;190;blue;blonde;43;3;4;4;no;Upper Secondary;;no;Upper Secondary;;yes;Aries
male;80;178;bluegray;brown;43;3;3;3;no;Upper Secondary;;no;Degree;;no;Cancer
female;51;172;graygreen;blonde;39;1;1;1;no;Secondary;164;no;Secondary;170;no;Virgo
male;62;173;brown;brown;42;4;1;;yes;Degree;165;no;Upper Secondary;178;yes;Taurus
male;75;181;blue;darkbrown;43;4;3;1;no;Secondary;169;yes;Degree;183;no;Aries
male;68;174;brown;darkbrown;41;2;3;2;yes;Upper Secondary;164;no;Degree;180;no;Leo
male;78;182;bluegray;brown;43;2;3;3;no;Secondary;;no;Secondary;;no;Aquarius
male;78;182;bluegray;brown;43;2;3;3;no;Secondary;;no;Secondary;;no;Aquarius
female;80;173;brown;brown;41;1;2;4;no;Secondary;165;no;Secondary;182;no;Aquarius
female;;173;brown;blonde;41;4;4;2;no;Degree;155;no;Secondary;182;no;Scorpio
male;83;178;blue;blonde;42;;3;;yes;Degree;170;no;Degree;176;no;Gemini
male;60;178;black;black;42;3;;1;no;Degree;157;no;Degree;178;no;Scorpio
female;68;172;brown;black;40;2;4;3;no;Degree;159;no;Degree;167;yes;Libra
male;95;180;blue;brown;45;4;4;3;no;Upper Secondary;170;no;Upper Secondary;175;no;Libra
female;52;165;bluegray;darkblonde;39;4;3;2;yes;Upper Secondary;163;no;Secondary;182;yes;Cancer
male;93;181;bluegray;darkblonde;43;3;3;3;no;Degree;;no;Degree;;no;Aries
female;50;160;brown;brown;37;1;1;;no;Secondary;160;no;Secondary;175;yes;Aquarius
male;110;190;graygreen;brown;46;;;;no;Upper Secondary;;yes;Secondary;;yes;Aries
;57;160;brown;brown;37;;;;no;Upper Secondary;165;no;Degree;170;no;Capricorn
male;56;180;blue;brown;45;4;4;4;no;Secondary;165;no;Secondary;179;no;Scorpio
female;70;169;brown;brown;40;4;2;3;no;Secondary;;no;Degree;;no;Capricorn
female;55;165;graygreen;redbrown;40;2;1;;no;Secondary;165;no;Secondary;185;yes;Pisces
male;80;198;blue;blonde;48;;;;no;Degree;176;no;Degree;196;no;Taurus
female;60;172;brown;brown;40;3;1;1;yes;Secondary;168;no;Secondary;172;yes;Sagittarius
female;63;165;blue;brown;39;2;3;4;yes;Secondary;153;no;Secondary;183;yes;Leo
male;68;176;brown;brown;44;;;2;no;Upper Secondary;163;no;Upper Secondary;180;no;Capricorn
male;75;185;brown;darkbrown;43;2;1;1;no;Degree;160;no;Degree;190;no;Libra
male;88;187;brown;brown;46;2;4;3;no;Secondary;170;no;Degree;182;;Virgo
female;48;168;brown;darkblonde;37;3;4;4;yes;Secondary;165;no;Secondary;185;no;Pisces
male;65;173;green;brown;42;4;2;3;yes;Upper Secondary;165;yes;Degree;170;no;Virgo
male;75;180;bluegreen;brown;45;4;3;2;no;Upper Secondary;;no;Secondary;;no;Sagittarius
male;70;178;brown;brown;43;;1;;no;Secondary;165;yes;Secondary;180;yes;Gemini
female;55;162;brown;brown;39;;3;3;no;Upper Secondary;158;no;Degree;170;;Cancer
male;78;174;bluegreen;blonde;45;;4;3;yes;Upper Secondary;162;yes;Upper Secondary;174;no;Aries
male;75;175;brown;brown;43;2;3;2;no;Upper Secondary;;no;Secondary;172;no;Cancer
female;58;170;graybrown;brown;41;3;1;;yes;Degree;173;no;Secondary;174;no;
male;68;179;brown;brown;42;;2;2;no;Secondary;165;no;Secondary;190;no;Scorpio
male;72;180;bluegreen;redblonde;43;3;2;1;yes;Upper Secondary;172;no;Degree;180;no;Sagittarius
female;58;171;brown;brown;40;4;4;3;no;Secondary;;yes;Upper Secondary;;yes;Sagittarius
female;69;171;bluegray;black;39;1;2;1;no;Secondary;158;no;Degree;191;yes;Capricorn
male;68;175;brown;brown;43;;1;;no;Secondary;155;no;Secondary;180;no;Aquarius
male;77;177;brown;black;44;4;1;1;yes;Upper Secondary;164;no;Secondary;175;no;
male;90;187;blue;darkblonde;47;4;4;4;yes;Upper Secondary;165;no;Secondary;180;no;Libra
male;85;187;blue;blonde;45;4;4;;no;Upper Secondary;165;no;Secondary;180;no;Virgo
male;77;177;brown;brown;43;3;4;3;no;Secondary;165;no;Secondary;168;no;Cancer
male;85;173;brown;brown;43;4;3;4;yes;;163;;Degree;170;;
male;96;192;greenbrown;brown;45;4;4;4;yes;Secondary;170;yes;Secondary;185;yes;Aries
male;75;194;bluegray;blonde;46;2;2;2;yes;Secondary;178;no;Secondary;189;no;Cancer
female;64;172;brown;brown;40;2;1;2;no;Degree;178;yes;Upper Secondary;177;no;Leo
female;63;178;brown;brown;41;3;3;3;yes;Secondary;177;no;Secondary;177;yes;Taurus
female;51;160;brown;brown;35;2;3;4;no;Secondary;170;no;Secondary;174;no;Virgo
male;71;177;brown;brown;44;2;2;1;no;Secondary;;;;;no;Virgo
male;65;178;brown;brown;43;;1;1;no;Secondary;160;no;Upper Secondary;163;no;Gemini
male;80;190;graygreen;brown;44;2;4;3;no;Secondary;;no;Degree;;no;Sagittarius
female;68;170;gray;darkblonde;38;2;;1;no;Upper Secondary;163;no;Upper Secondary;;yes;Libra
male;;191;bluegray;brown;46;2;3;2;no;Degree;178;no;Degree;185;yes;Aries
male;57;183;blue;blonde;43;4;2;3;no;Secondary;169;no;Upper Secondary;183;yes;Virgo
male;95;183;greenbrown;brown;45;2;4;4;no;Upper Secondary;165;no;Upper Secondary;180;no;Scorpio
female;;168;brown;;38;3;1;;no;Upper Secondary;;no;Degree;;yes;Virgo
male;64;171;blue;darkblonde;41;3;2;3;no;Secondary;157;no;Secondary;170;no;Pisces
male;70;178;blue;blonde;43;3;2;2;yes;Upper Secondary;;no;Degree;;no;Capricorn
male;120;;yellow;purple;;;;;yes;Degree;;yes;Secondary;;yes;Capricorn
male;62;180;brown;brown;42;1;1;1;no;Upper Secondary;153;no;;173;no;Sagittarius
male;90;184;brown;brown;43;3;4;4;no;Upper Secondary;174;no;Degree;175;no;Capricorn
male;85;190;green;blonde;45;3;2;2;no;Secondary;170;no;;182;no;Leo
male;75;178;brown;brown;42;1;1;2;yes;Upper Secondary;167;no;Secondary;182;yes;Taurus
male;75;187;bluegreen;lightbrown;44;;2;;no;Upper Secondary;;no;Secondary;;no;Cancer
male;71;186;blue;brown;47;2;3;1;yes;Degree;171;no;Upper Secondary;184;yes;Pisces
female;55;160;brown;brown;38;3;2;2;yes;Secondary;158;no;Secondary;185;yes;Taurus
female;80;170;brown;brown;41;4;3;4;no;Upper Secondary;167;no;Upper Secondary;186;yes;Aries
male;68;180;blue;blonde;41;3;1;1;no;Upper Secondary;175;no;Upper Secondary;170;no;Libra
male;77;178;brown;brown;42;3;3;;yes;Secondary;172;no;Upper Secondary;175;yes;Libra
male;65;174;brown;brown;43;2;1;1;no;Secondary;175;yes;Upper Secondary;180;no;Virgo
male;72;179;graygreen;redblonde;43;3;1;4;yes;Degree;160;yes;Degree;183;yes;Sagittarius
male;70;172;brown;darkbrown;41;1;;2;yes;Secondary;157;no;Secondary;170;no;Leo
male;65;177;blue;brown;43;2;3;1;yes;Secondary;165;no;Degree;175;no;Aquarius
male;83;183;bluegray;brown;43;2;2;2;yes;Secondary;164;no;Secondary;180;no;Taurus
female;55;165;bluegreengray;redbrown;40;2;1;;no;Secondary;165;no;Secondary;185;yes;Pisces
female;60;157;brown;brown;37;2;1;2;no;Secondary;157;no;Upper Secondary;174;no;Pisces
male;70;178;brown;brown;42;3;3;4;yes;Upper Secondary;158;no;Degree;160;yes;Virgo
female;59;173;brown;brown;39;;;;yes;Secondary;160;no;Secondary;170;yes;Sagittarius
female;80;160;brown;brown;38;4;4;4;yes;Secondary;168;no;Secondary;174;no;
male;70;178;green;brown;42;2;2;2;yes;Upper Secondary;;yes;Secondary;;no;Gemini
male;88;180;;;44;1;1;1;;Upper Secondary;155;no;Upper Secondary;190;;
male;73;181;brown;brown;44;1;1;2;no;Upper Secondary;170;no;Upper Secondary;180;no;Leo
male;64;176;brown;brown;41;1;;1;;Secondary;171;yes;Secondary;175;yes;Gemini
male;72;182;blue;black;44;1;;;no;Degree;;yes;Secondary;;yes;Taurus
male;78;174;brown;brown;41;3;2;1;no;Secondary;163;no;Secondary;173;no;Aries
male;81;176;blue;brown;42;2;1;2;yes;Upper Secondary;166;yes;Upper Secondary;168;no;Aries
male;115;190;greenbrown;brown;44;2;3;2;no;Secondary;162;no;Secondary;170;no;Aries
male;73;180;green;black;41;;3;3;no;Secondary;;yes;Secondary;;yes;Sagittarius
female;52;170;bluegreen;lightbrown;39;1;1;1;yes;Upper Secondary;167;no;Upper Secondary;177;yes;Taurus
female;64;176;brown;black;41;3;;3;no;Degree;174;no;Degree;175;no;
male;65;174;bluegreen;brown;42;4;4;4;no;Secondary;160;no;Degree;180;no;Gemini
male;70;171;brown;brown;43;4;1;1;yes;Upper Secondary;;no;Degree;;no;
male;78;189;bluegreen;darkblonde;46;3;3;3;no;Secondary;;no;Degree;;no;Scorpio
male;98;190;brown;brown;45;4;4;3;no;Degree;169;yes;Degree;188;yes;Libra
male;;184;bluegray;brown;43;1;1;2;no;Upper Secondary;;no;Secondary;;no;Gemini
male;62;175;brown;blonde;42;2;3;2;no;Degree;;yes;Degree;;yes;Scorpio
male;100;196;brown;brown;47;2;1;1;no;Secondary;173;yes;Secondary;186;yes;Taurus
female;55;157;greenbrown;blonde;36;;3;4;no;Upper Secondary;158;no;Secondary;174;no;Virgo
female;;;;;;3;1;3;;Secondary;;;Secondary;;;Pisces
female;;173;bluegreen;blonde;41;1;3;2;no;Upper Secondary;164;no;Degree;180;no;Pisces
male;71;175;green;black;42;3;2;2;yes;Upper Secondary;162;no;Secondary;181;no;Gemini
female;49;164;brown;brown;38;1;1;2;no;Upper Secondary;162;no;Secondary;174;no;Sagittarius
male;70;180;brown;darkblonde;45;3;4;3;no;Secondary;170;no;Secondary;175;no;Aries
male;89;184;brown;brown;45;3;2;4;no;Degree;161;no;Degree;182;no;Cancer
female;44;154;blue;brown;35;2;2;2;no;Secondary;165;yes;Degree;170;no;Aries
female;;164;bluegray;darkblonde;37;4;2;1;no;Degree;;no;Secondary;;no;Sagittarius
female;49;158;blue;brown;38;1;4;3;no;Secondary;151;no;Secondary;170;no;Aquarius
male;;190;green;brown;47;;;;no;Secondary;168;no;Secondary;185;yes;Taurus
female;60;168;brown;brown;38;1;2;2;yes;Upper Secondary;165;no;Secondary;185;yes;Leo
male;65;165;blue;black;40;4;4;4;yes;Degree;160;no;Degree;170;yes;Aquarius
male;115;180;brown;brown;46;2;2;1;no;Upper Secondary;160;yes;Degree;177;yes;Gemini
male;73;179;graygreen;lightbrown;45;;3;4;yes;Upper Secondary;;yes;Degree;186;no;Capricorn
male;74;184;bluegray;blonde;42;3;3;3;no;Upper Secondary;160;no;Secondary;181;no;Scorpio
female;55;167;blue;blonde;39;3;3;3;no;Secondary;162;no;Secondary;186;no;Virgo
female;47;166;blue;blondebrown;37;3;2;2;yes;Secondary;;no;Secondary;180;no;Capricorn
male;62;174;blue;blonde;42;;2;3;yes;Upper Secondary;165;no;Upper Secondary;174;no;Leo
female;65;175;blue;brown;40;3;3;2;no;Secondary;164;;Secondary;186;no;Leo
female;65;170;greenbrown;brown;39;3;3;2;no;Upper Secondary;;no;Secondary;;yes;Leo
female;57;168;bluegreen;darkbrown;39;2;1;1;no;Upper Secondary;170;yes;Upper Secondary;190;yes;Cancer
male;;;brown;brown;42;;;;yes;Secondary;;no;Secondary;;no;Taurus
male;80;180;brown;black;42;;;;yes;Secondary;;no;Degree;;no;
female;45;157;bluegray;brown;37;2;2;1;no;Secondary;165;no;Secondary;170;no;Taurus
female;54;162;brown;darkbrown;38;2;;2;no;Upper Secondary;162;no;Upper Secondary;180;yes;
male;76;185;bluegray;brown;45;1;3;4;no;Secondary;168;no;Upper Secondary;187;no;Taurus
male;;;;;;;;;no;;;;;;;
male;80;178;brown;brown;42;3;3;3;no;Upper Secondary;160;no;Degree;175;no;Cancer
male;68;183;brown;brown;43;4;2;1;no;Upper Secondary;168;no;Upper Secondary;172;no;Virgo
female;67;174;bluegray;blonde;41;3;4;1;no;Secondary;175;no;Upper Secondary;181;yes;Virgo
female;53;172;brown;brown;39;2;3;2;no;Degree;170;no;Degree;178;no;Virgo
male;69;180;brown;brown;43;2;2;;no;Degree;168;no;Degree;175;no;Taurus
female;72;160;brown;brown;39;2;;2;no;Secondary;161;no;Secondary;185;yes;Sagittarius
female;61;168;brown;black;39;4;4;4;yes;Secondary;174;no;Secondary;185;yes;Taurus
male;75;180;darkbrown;lightbrown;44;3;3;3;yes;Secondary;160;no;Degree;180;no;Capricorn
male;70;182;greenbrown;brown;44;1;1;1;no;Secondary;;no;Secondary;180;no;Capricorn
male;78;187;brown;brown;43;4;1;1;no;Secondary;178;yes;Secondary;184;no;Pisces
male;95;176;brown;brown;43;4;4;4;no;Upper Secondary;166;no;Secondary;182;no;Sagittarius
male;88;192;bluegreenbrown;darkblonde;45;2;2;1;no;Secondary;;no;Upper Secondary;;no;Cancer
female;49;160;blue;black;37;1;4;;no;Secondary;163;yes;Secondary;174;no;Taurus
female;53;160;brown;brown;36;3;1;2;no;Upper Secondary;170;no;Upper Secondary;178;no;Sagittarius
male;78;;green;black;44;1;;1;no;Degree;;no;Degree;;no;Sagittarius
male;86;180;brown;brown;43;;1;2;;Secondary;170;no;Upper Secondary;176;no;
male;63;182;brown;brown;44;;;2;yes;Secondary;160;no;Degree;176;no;Aries
male;63;182;brown;brown;44;;;2;yes;Secondary;160;no;Degree;176;no;Aries
male;85;182;bluebrown;brown;44;;3;2;no;Secondary;175;no;Upper Secondary;180;no;Libra
female;;164;blue;black;38;;2;2;no;Degree;170;no;Degree;175;yes;Cancer
male;98;191;brown;brown;45;3;2;1;yes;Degree;158;no;Degree;188;no;Cancer
female;55;168;brown;brown;39;3;3;3;yes;Secondary;167;yes;Secondary;175;yes;Taurus
male;65;175;blue;brown;43;;1;1;yes;Secondary;155;no;Secondary;165;no;
male;65;170;brown;brown;42;1;;1;no;Upper Secondary;160;no;Upper Secondary;;yes;Capricorn
male;75;198;blue;darkblonde;48;3;4;3;no;Degree;;no;Degree;196;no;Aries
male;72;174;bluegray;brown;42;;2;4;no;Secondary;170;yes;Degree;174;no;Capricorn
male;59;175;greenbrown;brown;42;3;3;3;no;Upper Secondary;168;no;Secondary;182;yes;Capricorn
male;85;189;green;darkblonde;44;;2;3;yes;Degree;170;no;Degree;183;no;Aries
male;90;194;brown;brown;46;2;2;2;no;Upper Secondary;;no;Upper Secondary;;no;Scorpio
male;74;180;brown;brown;44;1;3;2;no;Secondary;163;yes;Secondary;178;no;Gemini
male;;;bluegreen;blonde;43;1;3;3;yes;Upper Secondary;;no;Degree;;yes;Libra
male;78;172;greenbrown;brown;43;2;1;1;yes;Secondary;162;yes;Degree;175;yes;Leo
male;105;178;brown;brown;43;2;3;3;no;Degree;164;no;Degree;176;no;Cancer
female;54;168;blue;brown;37;1;1;1;no;Secondary;174;no;Upper Secondary;175;yes;
male;68;173;bluegreen;brown;42;2;4;3;no;Upper Secondary;150;no;Secondary;176;;Taurus
female;50;164;graygreen;brown;38;1;2;3;no;Secondary;160;no;Degree;170;no;Virgo
male;75;172;green;brown;43;;3;3;no;Secondary;150;no;Secondary;173;no;Gemini
male;84;181;brown;brown;43;2;3;4;no;Secondary;;yes;Secondary;178;yes;Pisces
female;58;164;brown;brown;40;1;3;3;no;Secondary;158;no;Secondary;180;no;Aquarius
male;63;180;blue;brown;42;3;2;1;yes;Upper Secondary;;yes;Upper Secondary;;no;Aries
male;65;175;greenbrown;brown;42;2;3;2;no;Secondary;160;yes;Secondary;175;no;Sagittarius
female;;170;brown;brown;41;1;2;;no;Secondary;168;no;Upper Secondary;183;no;Aquarius
male;;185;blue;blonde;43;1;3;;no;Upper Secondary;;no;Secondary;;no;Aries
male;73;175;brown;brown;43;3;4;4;no;Degree;165;no;Upper Secondary;175;yes;Aquarius
male;73;183;brown;brown;45;3;4;4;no;Upper Secondary;165;no;Upper Secondary;176;no;Taurus
male;70;184;blue;brown;41;;;;no;Secondary;;no;Upper Secondary;;no;Pisces
male;78;180;brown;brown;44;2;3;3;no;Upper Secondary;;no;Secondary;;no;Cancer
male;55;167;bluegreen;black;42;1;3;4;yes;Secondary;158;no;Upper Secondary;168;no;Cancer
male;90;195;bluegreen;darkblonde;46;1;;;no;Degree;;yes;Upper Secondary;193;yes;Virgo
female;62;168;brown;black;39;4;3;3;yes;Secondary;;no;Secondary;;no;Leo
male;57;178;brown;brown;43;3;;3;no;Secondary;160;no;Secondary;182;no;Cancer
male;65;180;blue;brown;43;3;2;2;no;Upper Secondary;170;no;Secondary;179;no;Pisces
male;77;185;brown;brown;47;;;;no;Degree;170;yes;Degree;183;yes;Leo
male;90;177;brown;black;44;2;3;3;no;Secondary;160;no;Secondary;171;no;Cancer
male;;;bluegray;;43;3;;2;no;Upper Secondary;;yes;Degree;;yes;Libra
female;55;165;bluegreen;blonde;37;4;4;1;yes;Secondary;163;no;Degree;180;yes;Aquarius
male;86;186;gray;brown;44;4;3;3;yes;Secondary;;yes;Degree;187;yes;Scorpio
male;85;176;blue;red;42;1;1;2;no;Upper Secondary;165;no;Upper Secondary;175;no;Leo
female;53;171;brown;brown;40;3;3;2;no;Degree;170;no;Degree;185;no;Scorpio
male;93;191;bluegray;brown;44;;;;no;Upper Secondary;;no;Degree;;no;Pisces
male;95;186;graygreen;brown;45;3;2;4;no;Degree;165;no;Secondary;175;no;Leo
male;73;180;brown;darkbrown;45;4;3;2;no;;;no;;;no;Aquarius
male;63;170;bluegreengray;brown;41;3;2;3;no;Secondary;160;no;Upper Secondary;180;no;Capricorn
female;60;174;blue;blonde;40;3;1;2;no;Upper Secondary;165;no;Degree;192;no;Leo
male;83;183;blue;blonde;46;3;1;1;no;Degree;168;no;Degree;172;no;Pisces
female;63;183;bluegray;blonde;42;3;1;2;no;Upper Secondary;176;no;Secondary;178;no;Gemini
male;69;185;blue;darkbrown;44;1;1;1;no;Degree;160;no;Degree;176;no;Sagittarius
male;90;183;blue;darkblonde;45;3;3;4;no;Secondary;163;yes;Secondary;180;yes;Virgo
male;80;175;graybrown;brown;43;2;4;4;yes;Upper Secondary;170;no;Secondary;168;no;Virgo
male;60;178;brown;brown;42;1;2;1;yes;Upper Secondary;170;no;Secondary;172;no;Gemini
female;58;164;;;38;;;;no;Upper Secondary;;no;Upper Secondary;;no;Aquarius
female;68;156;graygreen;darkblonde;39;;2;1;no;Secondary;158;no;Secondary;172;no;Libra
male;75;183;blue;brown;43;4;3;;yes;Secondary;168;no;Upper Secondary;170;yes;Aries
female;55;166;blue;darkblonde;39;1;1;1;no;Secondary;172;no;Secondary;175;no;Leo
female;65;175;graygreen;darkbrown;40;;2;1;no;Secondary;168;no;Secondary;174;no;Sagittarius
female;72;177;bluegreen;blonde;41;;;;no;Degree;;no;Upper Secondary;;no;Gemini
male;70;186;brown;brown;46;1;;3;no;Secondary;172;no;Degree;185;no;Virgo
male;82;176;blue;brown;43;1;2;1;no;Upper Secondary;171;no;Upper Secondary;182;no;Pisces
male;80;179;blue;brown;44;2;2;;no;Secondary;166;no;Secondary;179;no;Leo
male;96;176;blue;blue;43;3;;2;no;Upper Secondary;;no;Degree;;no;Gemini
female;54;160;brown;brown;39;1;4;4;no;Degree;165;no;Degree;170;yes;Taurus
female;;;blue;brown;38;1;1;1;yes;Secondary;;no;Secondary;;no;Scorpio
male;110;190;brown;brown;44;2;3;2;no;Secondary;167;no;Secondary;175;yes;Aries
